ID	Ima	Campo (T.m)	Corrente  rms	Campo Normalizado	Media Normalizada	Desvio Padrao Minimo	Desvio Padrao Maximo	Media Normalizada	Desvio Padrao Minimo	Desvio Padrao Maximo
18338	S15-029	-360.9773	167.7962	-360.9732	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18366	S15-221	-360.6762	167.7968	-360.6734	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18395	S15-213	-359.9009	167.7973	-359.8992	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18423	S15-216	-359.5036	167.7975	-359.5023	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18451	S15-220	-360.1581	167.7969	-360.1555	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18483	S15-178	-359.6047	167.7986	-359.6058	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18511	S15-176	-359.8700	167.7988	-359.8715	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18539	S15-183	-359.9738	167.8010	-359.9800	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18567	S15-180	-359.9599	167.7966	-359.9567	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18595	S15-138	-360.0501	167.7977	-360.0492	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18623	S15-154	-359.7053	167.7968	-359.7025	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18654	S15-148	-359.8418	167.7971	-359.8397	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18682	S15-150	-359.5856	167.7977	-359.5847	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18714	S15-027	-360.0703	167.7962	-360.0662	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18749	S15-022	-359.7098	167.7963	-359.7059	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18794	S15-020	-360.1889	167.7971	-360.1868	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18823	S15-017	-359.3604	167.7974	-359.3589	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18851	S15-111	-359.6192	167.7982	-359.6194	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18879	S15-110	-359.8995	167.7981	-359.8995	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18908	S15-114	-360.1248	167.7976	-360.1237	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
18937	S15-120	-359.6165	167.7957	-359.6114	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20101	S15-273	-359.5249	167.8000	-359.5290	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20117	S15-270	-359.7715	167.7982	-359.7717	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20146	S15-283	-359.9331	167.7985	-359.9340	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20176	S15-277	-359.9279	167.7981	-359.9279	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20206	S15-009	-360.3447	167.7974	-360.3432	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20237	S15-014	-359.4050	167.7976	-359.4039	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20266	S15-008	-360.1861	167.7984	-360.1867	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20296	S15-013	-359.5440	167.7981	-359.5440	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20324	S15-107	-360.1433	167.7986	-360.1444	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20353	S15-104	-359.5383	167.7983	-359.5387	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20382	S15-115	-359.6540	167.7986	-359.6551	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20411	S15-116	-360.0210	167.7976	-360.0199	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20440	S15-185	-359.7570	167.7981	-359.7570	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20469	S15-186	-360.1746	167.7979	-360.1742	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20498	S15-182	-359.4899	167.7980	-359.4897	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20527	S15-181	-359.9024	167.7979	-359.9020	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20556	S15-088	-359.9443	167.7978	-359.9437	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20585	S15-087	-359.8826	167.7986	-359.8837	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20614	S15-090	-359.8946	167.7983	-359.8950	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20642	S15-089	-359.7519	167.7980	-359.7517	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20670	S15-149	-360.3024	167.7978	-360.3018	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20700	S15-158	-359.7326	167.7984	-359.7332	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20729	S15-159	-359.8734	167.7978	-359.8728	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20759	S15-160	-359.6384	167.7978	-359.6378	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20788	S15-018	-359.5421	167.7970	-359.5397	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20820	S15-030	-360.0419	167.7969	-360.0393	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20863	S15-034	-359.4406	167.7974	-359.4391	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20878	S15-019	-360.0950	167.7982	-360.0952	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20908	S15-187	-360.1427	167.7976	-360.1416	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20937	S15-188	-360.1558	167.7979	-360.1554	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20966	S15-192	-359.7316	167.7980	-359.7314	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
20995	S15-194	-359.7829	167.7980	-359.7827	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21026	S15-070	-359.5567	167.7975	-359.5554	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21057	S15-052	-359.1332	167.7975	-359.1319	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21086	S15-004	-360.3892	167.7973	-360.3875	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21115	S15-006	-362.5205	167.7977	-362.5196	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21143	S15-007	-364.7158	167.7976	-364.7147	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21305	S15-024	-359.9179	167.7973	-359.9162	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21333	S15-026	-360.4460	167.7984	-360.4466	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21362	S15-025	-359.7798	167.7984	-359.7804	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21391	S15-028	-359.6073	167.7988	-359.6088	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21420	S15-248	-360.1392	167.7982	-360.1394	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21448	S15-240	-360.1090	167.7981	-360.1090	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21476	S15-256	-360.5420	167.7980	-360.5418	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21505	S15-236	-359.9418	167.7982	-359.9420	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21533	S15-177	-360.2248	167.7986	-360.2259	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21562	S15-184	-360.3156	167.7978	-360.3150	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21590	S15-179	-360.0647	167.7978	-360.0641	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
21633	S15-157	-360.1191	167.7991	-360.1212	-359.835179	-360.333243	-359.337115	-359.8079703	-360.178300	-359.437640
